total_harga_pembelian,sumber,browser,gender,umur,selisih_waktu,day_regis,month_regis,year_regis,hour_regis,day_buy,month_buy,year_buy,hour_buy,sama,sama_ip,fraud
13,0,0,1,24,-1642.7166666666667,27,1,2015,3,5,4,2015,14,1,1,0
29,2,2,0,35,-2469.75,30,1,2015,6,13,5,2015,4,1,1,0
45,2,2,1,33,-66.7,7,4,2015,2,9,4,2015,20,1,1,0
43,0,2,1,37,-958.3333333333334,12,7,2015,9,21,8,2015,7,1,1,0
37,2,0,0,20,-2241.4166666666665,9,1,2015,9,12,4,2015,19,1,1,0
24,0,0,0,18,0.0,8,1,2015,17,8,1,2015,17,1,1,1
35,2,4,0,36,-131.26666666666668,15,6,2015,12,20,6,2015,23,1,1,0
35,2,4,1,29,-2706.4166666666665,24,6,2015,4,14,10,2015,22,1,1,0
29,2,4,1,36,-2676.983333333333,21,3,2015,8,10,7,2015,21,1,1,0
12,0,0,0,20,0.0,12,1,2015,22,12,1,2015,22,1,1,1
14,0,1,1,49,-1968.8,27,3,2015,8,17,6,2015,9,1,1,0
42,1,1,0,50,-1213.5666666666666,6,6,2015,10,26,7,2015,23,1,1,0
46,0,4,1,44,-912.7333333333332,18,2,2015,22,28,3,2015,23,1,1,0
28,2,2,0,49,-657.85,22,5,2015,17,19,6,2015,3,1,1,0
43,2,2,0,39,-358.3333333333333,18,1,2015,15,2,2,2015,14,1,1,0
48,1,0,1,25,-178.56666666666666,7,8,2015,16,15,8,2015,3,1,1,0
78,2,2,0,51,-1180.45,20,2,2015,17,10,4,2015,22,1,1,0
85,2,0,1,18,-858.5833333333334,21,2,2015,3,28,3,2015,22,1,1,0
46,2,3,0,26,-1999.0666666666664,1,3,2015,19,24,5,2015,2,1,1,0
57,0,1,0,36,0.0,1,1,2015,4,1,1,2015,4,1,1,1
18,2,0,0,47,-855.35,15,7,2015,2,19,8,2015,17,1,1,0
27,2,2,0,34,-2847.7,10,4,2015,8,7,8,2015,0,1,1,0
32,0,0,1,20,-421.1,5,8,2015,9,22,8,2015,22,1,1,0
67,1,1,1,21,-2724.866666666667,4,1,2015,10,27,4,2015,23,1,1,0
25,1,0,1,44,-1983.3666666666663,22,5,2015,7,12,8,2015,23,1,1,0
78,0,0,0,25,-1870.2166666666667,6,1,2015,3,25,3,2015,1,1,1,0
29,2,0,1,27,-1732.2833333333333,11,5,2015,10,22,7,2015,14,1,1,0
64,2,1,0,31,-783.0166666666667,25,4,2015,12,28,5,2015,3,1,1,0
33,0,4,1,23,-1698.5833333333333,2,7,2015,19,11,9,2015,14,1,1,0
50,0,0,0,52,-1150.65,18,2,2015,0,6,4,2015,23,1,1,0
13,0,0,0,19,-2564.0666666666666,6,6,2015,17,21,9,2015,13,1,1,1
28,1,0,0,46,-809.5666666666667,31,7,2015,14,3,9,2015,7,1,1,0
10,2,0,1,37,-2873.65,18,7,2015,16,15,11,2015,10,1,1,0
38,0,0,1,31,-1661.9,10,2,2015,20,21,4,2015,2,1,1,0
33,0,0,1,28,-1290.4833333333331,17,2,2015,1,11,4,2015,20,1,1,0
15,0,4,1,32,-2866.016666666667,17,1,2015,16,17,5,2015,2,1,1,0
68,0,1,1,49,-2361.266666666667,16,4,2015,20,24,7,2015,5,1,1,0
56,2,0,1,18,-2673.55,9,1,2015,18,1,5,2015,3,1,1,0
9,2,0,1,29,-63.766666666666666,21,2,2015,19,24,2,2015,11,1,1,0
55,0,0,1,20,-210.25,27,2,2015,3,7,3,2015,22,1,1,0
28,2,0,1,36,0.0,8,1,2015,13,8,1,2015,13,1,1,1
27,0,0,1,26,-1407.9166666666667,23,3,2015,15,21,5,2015,6,1,1,0
21,0,0,1,30,-1246.5833333333333,7,5,2015,22,28,6,2015,20,1,1,0
16,2,2,1,40,-923.9666666666668,1,3,2015,12,9,4,2015,0,1,1,0
35,1,2,1,27,-2022.1333333333332,17,6,2015,2,9,9,2015,8,1,1,0
28,0,1,1,26,-1204.3666666666666,26,7,2015,19,14,9,2015,23,1,1,0
46,2,1,1,27,-2106.1666666666665,13,5,2015,1,8,8,2015,19,1,1,0
43,0,1,0,26,-366.03333333333336,13,6,2015,18,29,6,2015,0,1,1,0
68,2,1,0,23,-1252.0166666666669,10,5,2015,17,1,7,2015,21,1,1,0
38,1,2,0,33,-2401.55,4,3,2015,16,12,6,2015,18,1,1,0
14,1,1,1,43,-989.3666666666668,16,3,2015,0,26,4,2015,5,1,1,0
24,2,0,1,28,-938.95,4,3,2015,19,12,4,2015,22,1,1,0
30,2,4,1,38,-2663.1,10,3,2015,23,29,6,2015,22,1,1,0
30,1,1,0,20,-1678.5666666666666,10,6,2015,12,19,8,2015,11,1,1,0
52,0,4,0,46,-2236.4166666666665,30,1,2015,23,4,5,2015,3,1,1,0
39,0,0,1,20,-1592.7166666666667,19,3,2015,15,25,5,2015,0,1,1,1
12,0,1,1,22,-769.4333333333333,10,4,2015,10,12,5,2015,12,1,1,0
41,2,0,1,29,-1261.3333333333333,30,4,2015,10,21,6,2015,23,1,1,0
42,0,4,1,46,-916.1166666666668,14,5,2015,15,21,6,2015,19,1,1,0
16,2,0,1,36,0.0,12,1,2015,2,12,1,2015,2,1,1,1
33,0,4,1,38,-1095.5666666666666,29,4,2015,17,14,6,2015,9,1,1,0
34,2,1,1,43,0.0,6,1,2015,2,6,1,2015,2,1,1,1
47,1,0,0,36,-237.1833333333333,31,1,2015,23,10,2,2015,20,1,1,0
67,2,0,1,30,-738.7833333333333,15,2,2015,2,17,3,2015,21,1,1,0
41,0,1,0,47,-2702.116666666667,27,2,2015,5,19,6,2015,20,1,1,0
79,0,3,0,37,-2129.9166666666665,20,4,2015,23,18,7,2015,17,1,1,0
9,0,4,1,29,-2648.25,27,2,2015,0,17,6,2015,8,1,1,0
21,1,1,0,21,-2843.883333333333,24,5,2015,2,19,9,2015,14,1,1,0
33,1,1,0,41,-127.86666666666666,30,3,2015,23,5,4,2015,7,1,1,0
28,0,2,0,51,-1663.6166666666666,2,2,2015,13,12,4,2015,20,1,1,0
17,0,0,0,24,-2450.9,28,3,2015,5,8,7,2015,8,1,1,0
40,0,1,0,19,-1092.7333333333331,18,4,2015,6,2,6,2015,18,1,1,0
27,0,2,1,52,-1457.5333333333333,13,6,2015,0,12,8,2015,17,1,1,0
40,2,2,0,24,-2366.7833333333333,4,1,2015,23,13,4,2015,14,1,1,0
46,0,2,0,48,-1147.6833333333334,1,7,2015,17,18,8,2015,12,1,1,0
51,2,0,1,39,-2264.0,11,4,2015,8,14,7,2015,16,1,1,0
24,2,2,0,28,-2190.05,4,7,2015,9,3,10,2015,15,1,1,0
28,0,1,0,35,-1966.2666666666669,3,6,2015,18,24,8,2015,16,1,1,0
20,0,1,1,23,-481.3333333333333,31,5,2015,17,20,6,2015,18,1,1,0
38,2,0,0,34,-2125.266666666667,23,5,2015,14,20,8,2015,3,1,1,0
59,0,2,0,24,-2418.9333333333334,3,3,2015,5,12,6,2015,0,1,1,0
78,1,4,0,41,-1276.1166666666666,15,1,2015,12,9,3,2015,16,1,1,0
42,0,4,1,39,-427.01666666666665,15,2,2015,17,5,3,2015,12,1,1,0
25,2,2,1,39,-124.66666666666669,16,6,2015,19,22,6,2015,0,1,1,0
81,1,0,1,28,-967.35,22,4,2015,13,1,6,2015,20,1,1,0
15,1,0,0,18,-320.4166666666667,16,1,2015,7,29,1,2015,15,1,1,0
32,2,2,0,36,-640.85,28,4,2015,9,25,5,2015,2,1,1,0
9,1,1,0,36,-110.68333333333334,24,1,2015,3,28,1,2015,17,1,1,0
24,0,4,1,19,0.0,12,1,2015,15,12,1,2015,15,1,1,1
12,0,2,0,47,-1232.8333333333333,30,3,2015,5,20,5,2015,14,1,1,0
22,2,4,0,37,-2626.25,5,5,2015,14,23,8,2015,0,1,1,0
21,2,0,1,28,-935.6666666666666,4,3,2015,8,12,4,2015,8,1,1,0
24,0,0,0,38,-490.5833333333333,7,7,2015,4,27,7,2015,14,1,1,0
31,0,0,0,30,-1523.3333333333333,13,2,2015,14,18,4,2015,2,1,1,0
29,0,0,0,26,-2237.516666666667,1,1,2015,5,4,4,2015,11,1,1,0
10,0,4,1,24,0.0,8,1,2015,8,8,1,2015,8,1,1,1
70,0,4,0,28,-2134.9,24,3,2015,11,21,6,2015,10,1,1,0
11,1,2,1,47,-1734.95,19,3,2015,18,31,5,2015,1,1,1,0
16,0,0,1,44,-1304.0833333333333,16,7,2015,2,8,9,2015,10,1,1,0
56,2,0,1,27,-2293.1833333333334,15,3,2015,19,19,6,2015,8,1,1,0
49,1,2,1,32,-1720.2833333333333,12,7,2015,4,21,9,2015,20,1,1,0
39,2,0,0,28,-2317.383333333333,28,4,2015,10,2,8,2015,23,1,1,0
65,2,0,1,23,-348.4166666666667,3,2,2015,10,17,2,2015,22,1,1,0
50,1,2,0,30,-137.43333333333334,24,5,2015,0,29,5,2015,17,1,1,0
12,2,3,0,57,-2663.3166666666666,30,1,2015,10,21,5,2015,9,1,1,0
18,2,0,0,35,0.0,9,1,2015,0,9,1,2015,0,1,1,1
36,0,4,1,34,-2069.016666666667,2,5,2015,7,27,7,2015,12,1,1,0
59,0,2,1,23,-2844.5,15,6,2015,12,12,10,2015,1,1,1,0
30,0,2,0,42,-1539.7,21,3,2015,7,24,5,2015,11,1,1,0
45,0,4,1,38,-2474.6833333333334,3,8,2015,8,14,11,2015,11,1,1,0
18,0,2,1,32,-946.9666666666668,24,7,2015,4,1,9,2015,15,1,1,0
36,0,0,1,33,-1940.8666666666663,23,7,2015,2,11,10,2015,23,1,1,0
26,0,3,1,39,0.0,10,1,2015,6,10,1,2015,6,1,1,1
22,1,4,0,32,-2288.366666666667,27,4,2015,12,31,7,2015,20,1,1,0
65,0,0,0,25,-2059.766666666667,24,7,2015,7,18,10,2015,2,1,1,0
37,1,2,1,24,-2389.9666666666667,2,5,2015,7,9,8,2015,21,1,1,0
32,0,4,0,22,-922.4666666666668,17,3,2015,18,25,4,2015,4,1,1,0
15,2,0,1,38,-2174.65,3,7,2015,9,2,10,2015,0,1,1,0
38,0,2,1,32,-1433.8833333333334,5,3,2015,11,4,5,2015,5,1,1,1
55,2,1,1,36,-1972.65,11,1,2015,21,4,4,2015,2,1,1,0
48,0,4,0,39,-1261.6666666666667,11,6,2015,17,3,8,2015,7,1,1,0
52,2,4,0,22,-346.03333333333336,17,5,2015,14,1,6,2015,0,1,1,0
31,1,4,0,39,-2269.483333333333,11,3,2015,19,14,6,2015,9,1,1,0
16,0,2,1,40,-1882.7833333333333,29,7,2015,13,15,10,2015,23,1,1,0
14,0,1,1,39,0.0,8,1,2015,9,8,1,2015,9,1,1,1
56,2,0,1,28,-2679.333333333333,17,5,2015,22,6,9,2015,14,1,1,0
21,2,2,1,23,0.0,11,1,2015,4,11,1,2015,4,1,1,1
34,2,4,1,30,-1531.55,4,7,2015,22,6,9,2015,18,1,1,0
94,0,1,0,42,-1181.1166666666666,1,3,2015,12,19,4,2015,17,1,1,0
12,0,4,0,26,-1096.65,28,3,2015,7,13,5,2015,0,1,1,0
43,0,2,1,39,-882.7333333333333,13,1,2015,18,19,2,2015,13,1,1,0
53,2,1,0,37,-1146.35,16,5,2015,12,3,7,2015,6,1,1,0
33,2,0,1,36,0.0,7,1,2015,8,7,1,2015,8,1,1,1
51,1,2,1,33,-2598.25,1,7,2015,22,18,10,2015,4,1,1,0
18,2,1,0,30,-621.8666666666667,25,3,2015,20,20,4,2015,18,1,1,0
46,1,2,1,19,-1303.9333333333334,22,5,2015,1,15,7,2015,9,1,1,0
30,2,0,0,46,-792.1833333333333,17,4,2015,16,20,5,2015,16,1,1,0
61,0,0,0,39,-165.93333333333334,20,3,2015,1,26,3,2015,23,1,1,0
88,1,4,1,33,-2378.016666666667,21,2,2015,12,31,5,2015,14,1,1,0
72,0,1,1,25,-2015.1333333333332,18,2,2015,5,13,5,2015,5,1,1,0
47,2,0,0,32,-2370.1,8,3,2015,6,15,6,2015,1,1,1,0
32,2,2,0,30,-1491.15,25,2,2015,22,29,4,2015,2,1,1,0
22,1,0,0,26,-1975.8333333333333,3,6,2015,22,25,8,2015,6,1,1,0
9,0,4,1,40,-345.93333333333334,24,6,2015,11,8,7,2015,21,1,1,0
17,2,0,1,29,-1322.6166666666666,26,1,2015,12,22,3,2015,15,1,1,0
35,1,4,0,26,-2597.55,3,2,2015,12,22,5,2015,17,1,1,0
40,2,0,0,36,-1307.1166666666666,5,5,2015,12,28,6,2015,23,1,1,0
21,2,4,1,21,-2610.616666666667,1,5,2015,6,18,8,2015,0,1,1,0
57,1,2,1,45,-967.1833333333332,18,3,2015,20,28,4,2015,4,1,1,0
32,0,2,0,26,-955.5333333333332,23,1,2015,11,4,3,2015,7,1,1,0
49,0,2,1,28,-1777.8666666666666,3,8,2015,11,16,10,2015,13,1,1,0
26,0,2,1,22,-539.0,4,3,2015,8,26,3,2015,19,1,1,0
13,2,1,1,41,-444.85,14,8,2015,19,2,9,2015,7,1,1,1
12,2,0,0,24,-378.48333333333335,29,3,2015,14,14,4,2015,8,1,1,0
66,0,0,0,45,-2627.05,30,1,2015,7,19,5,2015,18,1,1,0
60,2,4,0,26,-1735.05,16,3,2015,2,27,5,2015,9,1,1,0
10,1,0,0,38,-1499.6,18,7,2015,10,18,9,2015,22,1,1,0
17,0,0,1,27,-1169.0666666666666,11,1,2015,8,1,3,2015,1,1,1,0
81,2,0,1,38,-1346.7666666666669,10,1,2015,4,7,3,2015,7,1,1,0
46,0,0,0,38,-688.1166666666667,14,8,2015,9,12,9,2015,1,1,1,0
27,2,0,1,23,-2044.1,21,2,2015,23,18,5,2015,3,1,1,0
37,1,0,1,42,-1890.15,5,3,2015,16,23,5,2015,10,1,1,0
15,0,0,1,33,-2298.9166666666665,2,8,2015,9,6,11,2015,4,1,1,0
23,2,0,1,37,-2785.5666666666666,2,6,2015,0,26,9,2015,1,1,1,0
12,0,2,1,34,-2651.45,4,6,2015,14,23,9,2015,2,1,1,0
73,0,4,0,24,-2143.05,27,6,2015,9,24,9,2015,16,1,1,0
9,2,2,0,39,-2602.8,23,7,2015,14,9,11,2015,1,1,1,0
27,0,0,0,28,-1840.1,10,7,2015,21,25,9,2015,13,1,1,0
25,1,0,1,23,-602.7666666666667,23,2,2015,12,20,3,2015,15,1,1,0
18,2,0,1,35,-1857.9833333333331,2,7,2015,12,17,9,2015,22,1,1,0
9,1,1,0,18,-1919.5666666666664,29,3,2015,6,17,6,2015,6,1,1,0
35,0,2,0,44,-1805.8666666666663,18,6,2015,19,2,9,2015,1,1,1,0
57,0,0,1,24,-646.8333333333334,6,6,2015,18,3,7,2015,17,1,1,0
15,0,2,1,36,-2312.85,28,3,2015,0,2,7,2015,9,1,1,0
44,2,4,1,28,-521.2,9,4,2015,6,30,4,2015,23,1,1,0
43,0,0,0,42,-1923.5833333333333,8,1,2015,0,29,3,2015,4,1,1,0
62,2,0,1,26,-325.35,31,1,2015,1,13,2,2015,14,1,1,0
17,0,2,0,44,0.0,4,1,2015,18,4,1,2015,18,1,1,1
33,0,4,1,48,-1303.4833333333331,12,7,2015,19,5,9,2015,2,1,1,0
27,0,0,0,27,-383.1,5,8,2015,16,21,8,2015,15,1,1,0
28,2,2,0,33,-1253.6833333333334,14,6,2015,8,5,8,2015,13,1,1,0
76,0,1,1,31,-1833.6333333333332,2,7,2015,21,17,9,2015,7,1,1,0
37,0,1,1,36,-2526.0,13,6,2015,7,26,9,2015,13,1,1,1
76,0,1,1,18,-2307.016666666667,11,7,2015,17,15,10,2015,20,1,1,0
20,2,2,1,22,-1346.75,22,5,2015,5,17,7,2015,8,1,1,0
72,2,2,0,38,-1797.3166666666666,7,2,2015,9,23,4,2015,6,1,1,0
40,2,2,1,37,-1601.5833333333333,12,7,2015,2,16,9,2015,19,1,1,0
46,2,0,0,20,-2343.733333333333,1,2,2015,8,9,5,2015,23,1,1,0
44,2,0,1,36,-1432.3333333333333,28,4,2015,16,27,6,2015,9,1,1,0
62,2,2,0,18,-1226.3333333333333,7,8,2015,4,27,9,2015,6,1,1,0
9,0,0,0,30,-807.9833333333333,26,2,2015,15,1,4,2015,7,1,1,0
16,0,4,1,27,0.0,1,1,2015,3,1,1,2015,3,1,1,1
69,1,2,0,47,-1018.8333333333334,10,1,2015,16,22,2,2015,3,1,1,0
11,0,2,0,19,-1663.2666666666669,29,7,2015,10,6,10,2015,17,1,1,0
30,1,4,1,32,-1950.75,7,3,2015,1,27,5,2015,7,1,1,0
54,0,1,1,24,-2381.85,11,3,2015,1,18,6,2015,6,1,1,0
20,0,1,0,28,-2733.8,8,8,2015,22,30,11,2015,20,1,1,0
13,2,4,0,28,-1732.0,9,6,2015,23,21,8,2015,3,1,1,0
18,0,4,1,50,-735.9666666666667,26,4,2015,11,27,5,2015,3,1,1,0
11,2,0,0,31,-964.2333333333332,9,5,2015,22,19,6,2015,3,1,1,0
11,0,0,1,35,-2573.35,1,8,2015,9,16,11,2015,14,1,1,1
34,2,2,1,41,-1615.85,19,5,2015,18,26,7,2015,1,1,1,0
31,0,4,1,23,-1495.35,2,2,2015,21,6,4,2015,4,1,1,0
42,2,0,1,24,-1332.1666666666667,23,1,2015,0,19,3,2015,12,1,1,0
51,2,0,1,38,-1315.8333333333333,29,1,2015,18,25,3,2015,14,1,1,0
70,2,0,0,33,-722.4666666666667,17,4,2015,20,17,5,2015,22,1,1,0
16,0,1,1,40,-1323.75,14,2,2015,14,10,4,2015,17,1,1,0
19,0,0,0,34,-2158.366666666667,11,7,2015,0,8,10,2015,22,1,1,0
20,0,2,1,37,-2636.5,9,4,2015,14,28,7,2015,11,1,1,0
43,0,0,1,38,-648.2666666666667,3,2,2015,21,2,3,2015,21,1,1,0
12,2,0,1,24,-2381.7,8,2,2015,7,18,5,2015,12,1,1,0
34,0,0,1,44,-2652.35,18,2,2015,3,8,6,2015,15,1,1,0
37,2,0,0,34,-1690.9,10,7,2015,21,19,9,2015,8,1,1,0
95,2,2,1,35,-2518.05,27,6,2015,2,10,10,2015,0,1,1,0
42,2,0,1,39,-1071.4,17,3,2015,3,30,4,2015,19,1,1,0
25,0,2,1,30,-2351.633333333333,20,5,2015,8,26,8,2015,8,1,1,0
59,1,0,0,34,-1074.8833333333334,10,6,2015,4,24,7,2015,23,1,1,0
85,2,1,1,32,-431.9,29,4,2015,8,17,5,2015,8,1,1,0
32,0,2,0,49,-1932.05,3,8,2015,9,22,10,2015,21,1,1,0
39,1,0,1,42,-2753.366666666667,1,8,2015,3,23,11,2015,20,1,1,0
18,1,4,1,38,-838.6833333333333,20,6,2015,3,25,7,2015,2,1,1,0
26,0,1,1,28,-1721.5833333333333,9,6,2015,18,20,8,2015,11,1,1,0
57,2,1,0,25,-556.3666666666667,1,3,2015,2,24,3,2015,6,1,1,0
15,0,4,0,45,-1758.85,8,4,2015,19,21,6,2015,2,1,1,0
36,2,2,1,25,-2357.083333333333,26,3,2015,10,2,7,2015,16,1,1,0
20,2,0,1,22,-824.05,9,3,2015,23,13,4,2015,7,1,1,0
60,1,1,1,19,-1791.3833333333334,10,3,2015,5,23,5,2015,20,1,1,0
21,0,1,1,37,-1546.3333333333333,29,5,2015,15,2,8,2015,2,1,1,0
39,2,2,1,33,0.0,11,1,2015,9,11,1,2015,9,1,1,1
49,2,2,0,38,-2438.35,2,7,2015,7,11,10,2015,22,1,1,0
17,0,0,0,21,-462.6,20,4,2015,22,10,5,2015,4,1,1,0
21,0,4,0,24,-964.5,30,6,2015,14,9,8,2015,18,1,1,0
34,0,2,0,36,-548.8833333333333,15,3,2015,2,6,4,2015,23,1,1,0
17,1,2,1,61,0.0,8,1,2015,16,8,1,2015,16,1,1,1
67,0,2,1,21,-1088.0166666666669,11,3,2015,1,25,4,2015,9,1,1,0
46,2,0,0,31,-816.2,13,4,2015,19,17,5,2015,19,1,1,0
9,2,0,0,34,-1497.3333333333333,18,1,2015,18,22,3,2015,3,1,1,0
18,0,2,1,36,-2708.2,4,6,2015,12,25,9,2015,8,1,1,0
24,1,2,0,43,-1718.1333333333334,20,7,2015,9,29,9,2015,23,1,1,0
37,0,0,0,46,-1613.4666666666667,15,3,2015,8,21,5,2015,13,1,1,0
58,0,2,1,32,-2004.9,17,8,2015,8,8,11,2015,21,1,1,0
11,1,2,0,37,-220.95,15,7,2015,17,24,7,2015,22,1,1,0
21,2,4,1,36,-1564.8666666666666,14,8,2015,6,18,10,2015,11,1,1,0
67,0,2,0,43,-846.3,30,4,2015,20,5,6,2015,3,1,1,0
79,2,1,0,30,-1355.5833333333333,7,5,2015,8,2,7,2015,20,1,1,0
27,2,0,1,37,-213.56666666666663,26,5,2015,18,4,6,2015,15,1,1,0
33,0,4,1,31,-837.7833333333333,1,3,2015,14,5,4,2015,12,1,1,0
37,0,0,1,24,-931.85,18,1,2015,22,26,2,2015,18,1,1,0
64,1,0,0,24,-608.3333333333334,23,3,2015,22,18,4,2015,6,1,1,0
36,2,2,1,38,-1529.3,19,1,2015,11,24,3,2015,4,1,1,0
28,2,0,0,21,-793.6833333333333,18,2,2015,7,23,3,2015,9,1,1,0
31,0,4,0,37,-2647.766666666667,12,6,2015,11,30,9,2015,19,1,1,0
13,2,0,1,31,-1257.7166666666667,26,5,2015,12,17,7,2015,22,1,1,0
25,1,0,0,38,0.0,4,1,2015,23,4,1,2015,23,1,1,1
21,2,2,0,33,-1252.0833333333333,17,3,2015,21,9,5,2015,1,1,1,0
17,1,1,1,38,-2502.4666666666667,12,5,2015,23,25,8,2015,5,1,1,1
32,0,0,0,29,-1227.2166666666667,3,5,2015,15,23,6,2015,18,1,1,0
24,0,2,1,36,-1260.9833333333331,6,4,2015,12,29,5,2015,1,1,1,0
29,0,1,1,25,-964.95,21,1,2015,11,2,3,2015,16,1,1,0
21,1,0,1,26,-444.9166666666667,21,1,2015,11,9,2,2015,0,1,1,0
58,0,1,1,28,-2802.4666666666667,5,4,2015,16,31,7,2015,11,1,1,0
30,2,1,1,38,-599.3,9,2,2015,2,6,3,2015,2,1,1,0
46,2,4,1,22,-820.6833333333333,8,5,2015,9,11,6,2015,14,1,1,0
50,2,1,1,29,-2843.133333333333,19,5,2015,22,15,9,2015,9,1,1,0
37,2,4,1,31,-827.0,7,6,2015,6,11,7,2015,17,1,1,0
73,2,2,0,37,-1231.6666666666667,13,5,2015,23,4,7,2015,7,1,1,0
20,1,0,1,33,-2108.2833333333333,9,4,2015,10,6,7,2015,7,1,1,0
9,0,0,1,29,-593.7,11,6,2015,6,5,7,2015,23,1,1,0
36,0,4,1,29,-100.63333333333334,13,8,2015,6,17,8,2015,10,1,1,0
28,1,0,1,27,0.0,4,1,2015,17,4,1,2015,17,1,1,1
57,0,1,1,25,-2799.883333333333,29,7,2015,3,22,11,2015,19,1,1,0
21,0,0,0,32,-972.6833333333332,6,2,2015,14,19,3,2015,2,1,1,0
30,1,2,0,29,-1637.55,29,4,2015,3,6,7,2015,8,1,1,0
27,0,0,1,27,-1269.0333333333333,5,6,2015,1,27,7,2015,22,1,1,0
60,0,2,1,34,-437.3833333333333,5,3,2015,1,23,3,2015,6,1,1,0
57,0,4,1,39,-618.05,10,5,2015,0,4,6,2015,18,1,1,0
47,0,4,1,25,-364.4,21,3,2015,2,5,4,2015,7,1,1,0
9,1,0,1,31,-659.9,26,2,2015,5,25,3,2015,17,1,1,0
25,2,2,1,19,-1813.5166666666669,10,4,2015,20,25,6,2015,9,1,1,0
29,0,1,1,22,-1153.7,25,7,2015,5,11,9,2015,7,1,1,0
10,2,0,0,22,-1672.4166666666667,13,4,2015,14,22,6,2015,7,1,1,0
40,0,2,0,22,-1853.2833333333333,22,1,2015,0,9,4,2015,6,1,1,0
35,1,0,1,37,-541.0166666666667,1,5,2015,1,23,5,2015,14,1,1,0
25,0,1,1,30,0.0,6,1,2015,16,6,1,2015,16,1,1,1
65,1,0,0,20,-2395.2166666666667,13,4,2015,19,22,7,2015,14,1,1,1
33,1,4,0,39,-420.5833333333333,28,3,2015,20,15,4,2015,9,1,1,0
64,0,0,1,34,0.0,10,1,2015,12,10,1,2015,12,1,1,1
18,2,0,0,27,-1023.1333333333332,28,7,2015,10,9,9,2015,1,1,1,0
61,0,0,1,24,-1578.2333333333331,25,6,2015,1,29,8,2015,20,1,1,0
12,0,0,0,40,-881.1166666666667,26,2,2015,10,4,4,2015,3,1,1,0
48,0,0,0,45,-809.9166666666666,2,3,2015,10,5,4,2015,4,1,1,0
33,2,4,1,45,-356.35,8,4,2015,12,23,4,2015,9,1,1,0
11,0,0,1,30,-1512.8333333333333,6,7,2015,7,7,9,2015,8,1,1,0
30,2,2,1,22,-1880.4333333333332,19,2,2015,19,9,5,2015,4,1,1,0
54,1,4,0,32,-1898.35,18,2,2015,12,8,5,2015,14,1,1,0
28,1,0,1,28,0.0,2,1,2015,18,2,1,2015,18,1,1,1
10,0,0,1,23,-1991.7,26,1,2015,3,19,4,2015,2,1,1,0
64,1,4,1,28,-2729.85,15,1,2015,7,9,5,2015,1,1,1,0
20,2,0,0,30,-263.26666666666665,1,8,2015,17,12,8,2015,16,1,1,0
19,0,2,1,38,-265.1166666666667,26,1,2015,21,6,2,2015,22,1,1,0
39,0,0,1,40,-811.4833333333333,3,7,2015,15,6,8,2015,10,1,1,0
45,0,0,1,44,-1408.0666666666666,5,1,2015,23,5,3,2015,15,1,1,0
32,2,4,1,33,-508.28333333333336,1,8,2015,19,22,8,2015,23,1,1,0
36,0,2,0,45,-2091.65,13,3,2015,9,8,6,2015,13,1,1,0
42,1,0,0,43,-2725.633333333333,25,3,2015,7,16,7,2015,21,1,1,0
55,1,2,1,46,-2197.7,31,7,2015,13,31,10,2015,3,1,1,0
77,0,1,1,27,-1294.1833333333334,9,2,2015,23,4,4,2015,21,1,1,0
50,0,4,1,24,-1620.4166666666667,26,7,2015,9,1,10,2015,22,1,1,0
22,0,1,0,36,-1557.2166666666667,16,3,2015,8,20,5,2015,6,1,1,0
21,2,2,0,33,-416.73333333333335,6,5,2015,2,23,5,2015,11,1,1,0
70,0,0,1,33,-1242.6666666666667,8,6,2015,1,29,7,2015,20,1,1,0
41,1,4,0,34,-1877.3166666666664,10,2,2015,7,29,4,2015,13,1,1,0
20,0,0,0,39,-1593.4166666666667,2,8,2015,11,7,10,2015,21,1,1,0
66,2,2,1,41,-533.9166666666666,15,4,2015,8,7,5,2015,14,1,1,0
15,0,2,1,40,-669.95,28,7,2015,15,25,8,2015,13,1,1,0
12,0,0,0,24,-1572.7,28,3,2015,16,2,6,2015,5,1,1,0
10,2,0,0,33,-467.75,26,7,2015,23,15,8,2015,10,1,1,0
54,2,4,1,36,-2154.6833333333334,17,5,2015,16,15,8,2015,11,1,1,0
29,2,0,1,19,-2844.866666666667,7,2,2015,0,5,6,2015,13,1,1,1
59,0,0,1,37,-2586.7166666666667,6,2,2015,5,24,5,2015,23,1,1,0
34,2,4,0,21,-2016.8833333333332,22,1,2015,11,16,4,2015,12,1,1,0
45,2,2,0,44,-2144.233333333333,3,5,2015,3,31,7,2015,11,1,1,0
16,1,1,1,31,-1187.4333333333334,1,3,2015,4,19,4,2015,15,1,1,0
39,0,0,0,42,-2246.55,15,2,2015,17,20,5,2015,7,1,1,0
17,0,4,1,32,-2044.7,3,5,2015,20,28,7,2015,0,1,1,0
39,2,0,0,22,-977.0,17,2,2015,4,29,3,2015,21,1,1,0
49,0,0,1,29,-1675.6166666666666,22,7,2015,17,30,9,2015,12,1,1,0
61,0,0,1,30,-2518.5666666666666,6,6,2015,15,19,9,2015,13,1,1,1
28,2,0,0,27,-1954.7166666666667,16,5,2015,8,5,8,2015,19,1,1,0
32,0,2,0,46,-0.0166666666666666,11,1,2015,6,11,1,2015,6,1,1,1
38,0,0,0,35,-140.75,9,3,2015,4,15,3,2015,1,1,1,0
